ID,Field,Old Value,New Value
852,matrix_languauge_retest,,1
852,reading_test_score2,,67
852,matrix_reading_restest,,14
852,math_test_scores2,,14
852,matrix_math_retest,,1
853,total_points_retest,,37
853,language_test_scores2,,59
853,matrix_languauge_retest,,10
853,reading_test_score2,,69
853,matrix_reading_restest,,15
853,math_test_scores2,,62
853,matrix_math_retest,,12
855,total_points_retest,,88
855,language_test_scores2,,94
855,matrix_languauge_retest,,28
855,reading_test_score2,,99
855,matrix_reading_restest,,30
855,math_test_scores2,,99
855,matrix_math_retest,,30
856,total_points_retest,,21
856,language_test_scores2,,47
856,matrix_languauge_retest,,4
856,reading_test_score2,,55
856,matrix_reading_restest,,8
856,math_test_scores2,,57
856,matrix_math_retest,,9
857,total_points_retest,,46
857,language_test_scores2,,74
857,matrix_languauge_retest,,18
857,reading_test_score2,,79
857,matrix_reading_restest,,20
857,math_test_scores2,,55
857,matrix_math_retest,,8
859,total_points,,0
861,total_points_retest,,99
861,language_test_scores2,,81
861,matrix_languauge_retest,,21
861,reading_test_score2,,97
861,matrix_reading_restest,,29
861,math_test_scores2,,76
861,matrix_math_retest,,19
862,total_points,,0
863,total_points,,0
865,total_points,,0
866,total_points,,0
868,total_points_retest,,72
868,language_test_scores2,,77
868,matrix_languauge_retest,,19
868,reading_test_score2,,85
868,matrix_reading_restest,,23
868,math_test_scores2,,99
868,matrix_math_retest,,30
869,total_points_retest,,103
869,language_test_scores2,,86
869,matrix_languauge_retest,,24
869,reading_test_score2,,99
869,matrix_reading_restest,,30
869,math_test_scores2,,91
869,matrix_math_retest,,26
871,total_points,,0
872,total_points_retest,,32
872,language_test_scores2,,61
872,matrix_languauge_retest,,11
872,reading_test_score2,,78
872,matrix_reading_restest,,20
872,math_test_scores2,,37
872,matrix_math_retest,,1
873,total_points,,0
875,total_points_retest,,62
875,language_test_scores2,,86
875,matrix_languauge_retest,,24
875,reading_test_score2,,81
875,matrix_reading_restest,,21
875,math_test_scores2,,73
875,matrix_math_retest,,17
876,total_points_retest,,57
876,language_test_scores2,,66
876,matrix_languauge_retest,,14
876,reading_test_score2,,73
876,matrix_reading_restest,,17
876,math_test_scores2,,90
876,matrix_math_retest,,26
878,total_points_retest,,11
878,language_test_scores2,,37
878,matrix_languauge_retest,,1
878,reading_test_score2,,57
878,matrix_reading_restest,,9
878,math_test_scores2,,29
878,matrix_math_retest,,1
880,total_points,,0
882,total_points,,0
883,total_points_retest,,59
883,language_test_scores2,,88
883,matrix_languauge_retest,,25
883,reading_test_score2,,78
883,matrix_reading_restest,,20
883,math_test_scores2,,66
883,matrix_math_retest,,14
884,total_points_retest,,31
884,language_test_scores2,,60
884,matrix_languauge_retest,,11
884,reading_test_score2,,76
884,matrix_reading_restest,,19
884,math_test_scores2,,37
884,matrix_math_retest,,1
885,total_points,,0
888,total_points_retest,,3
888,language_test_scores2,,23
888,matrix_languauge_retest,,1
888,reading_test_score2,,39
888,matrix_reading_restest,,1
888,math_test_scores2,,33
888,matrix_math_retest,,1
891,total_points,,0
905,total_points,,0
910,total_points,,0
911,total_points,,0
912,total_points,,0
913,total_points,,0
914,total_points,,0
918,total_points,,0
920,total_points,,0
921,total_points,,0
922,total_points,,0
923,total_points,,0
942,total_points,,0
949,total_points,,0
950,total_points,,0
951,total_points,,0
953,total_points,0,22
953,gpa,,2.75
953,matrix_gpa,,22
953,total_points_retest,,22
957,total_points,,0
958,total_points,,0
960,total_points,,0
961,total_points,,0
962,total_points,,0
963,total_points,,0
965,total_points,,0
966,total_points,,0
968,total_points,,0
971,total_points,,0
976,total_points,,0
977,total_points_retest,,22
977,language_test_scores2,,17
977,matrix_languauge_retest,,1
977,reading_test_score2,,71
977,matrix_reading_restest,,16
977,math_test_scores2,,49
977,matrix_math_retest,,5
979,total_points,,0
986,total_points,,0
988,total_points,,0
989,total_points,,0
991,total_points,,0
996,total_points,,0
999,total_points,,0
1002,total_points,,0
1003,total_points,,0
1005,total_points,,0
1008,total_points,,0
1009,total_points,,0
1011,total_points,,0
1015,total_points,,0
1019,total_points,,0
1020,total_points,,0
1021,total_points,,0
1023,total_points,,0
1024,total_points,,0
1025,total_points,,0
1028,total_points,,0
1029,total_points_retest,,120
1029,language_test_scores2,,99
1029,matrix_languauge_retest,,30
1029,reading_test_score2,,99
1029,matrix_reading_restest,,30
1029,math_test_scores2,,99
1029,matrix_math_retest,,30
1032,total_points,,0
1034,total_points,,0
1035,total_points,,0
1036,total_points,,0
1038,total_points,,0
1039,total_points,,0
1041,total_points,,0
1042,total_points,,0
1045,total_points,,0
1046,total_points,,0
1047,total_points,,0
1050,total_points,,0
1052,total_points,,0
1053,total_points,,0
1054,total_points,,0
1056,total_points,,0
1058,total_points,,0
1059,total_points,,0
1060,total_points,,0
1061,total_points,,0
1062,total_points,,0
1063,total_points,,0
1064,total_points,,0
1065,total_points,,0
1069,total_points,,0
1070,total_points,,0
1071,total_points,,0
1073,total_points,,0
1074,total_points,,0
1075,total_points,,0
1076,total_points,,0
1077,total_points,,0
